Port Name,State,Port Code,Border,Date,Measure,Value,Location
San Ysidro,California,2504,US-Mexico Border,4/1/2016 0:00,Trucks,0,POINT (-117.03 32.54)
Jackman,Maine,104,US-Canada Border,4/1/2016 0:00,Train Passengers,39,POINT (-70.4 45.81)
Whitlash,Montana,3321,US-Canada Border,4/1/2016 0:00,Personal Vehicle Passengers,42,POINT (-111.26000000000002 49)
Douglas,Arizona,2601,US-Mexico Border,4/1/2016 0:00,Train Passengers,0,POINT (-109.56 31.33)
Madawaska,Maine,109,US-Canada Border,4/1/2016 0:00,Train Passengers,0,POINT (-68.33 47.36)
Sweetgrass,Montana,3310,US-Canada Border,4/1/2016 0:00,Trains,29,POINT (-111.96 49)
Grand Portage,Minnesota,3613,US-Canada Border,4/1/2016 0:00,Buses,58,POINT (-89.59 48.00000000000001)
Vanceboro,Maine,105,US-Canada Border,4/1/2016 0:00,Truck Containers Empty,2,POINT (-67.43 45.57)
Otay Mesa,California,2506,US-Mexico Border,4/1/2016 0:00,Trucks,73607,POINT (-116.94 32.55)
Nogales,Arizona,2604,US-Mexico Border,4/1/2016 0:00,Train Passengers,248,POINT (-110.94 31.33)
Champlain-Rouses Point,New York,712,US-Canada Border,4/1/2016 0:00,Trains,100,POINT (-73.45 45.01)
Wildhorse,Montana,3323,US-Canada Border,4/1/2016 0:00,Truck Containers Empty,0,POINT (-110.22 49)
Sault Sainte Marie,Michigan,3803,US-Canada Border,4/1/2016 0:00,Trucks,3508,POINT (-84.36000000000001 46.51)
Raymond,Montana,3301,US-Canada Border,4/1/2016 0:00,Trucks,1838,POINT (-104.57 49)
Eastport,Maine,103,US-Canada Border,4/1/2016 0:00,Pedestrians,5,POINT (-66.98 44.86)
Calais,Maine,115,US-Canada Border,4/1/2016 0:00,Personal Vehicles,50943,POINT (-67.3 45.16)
Massena,New York,704,US-Canada Border,4/1/2016 0:00,Personal Vehicle Passengers,116916,POINT (-74.74 44.99)
Roosville,Montana,3318,US-Canada Border,4/1/2016 0:00,Personal Vehicles,14146,POINT (-115.05999999999999 49)
Buffalo-Niagara Falls,New York,901,US-Canada Border,4/1/2016 0:00,Personal Vehicle Passengers,672476,POINT (-78.91 42.91)
Trout River,New York,715,US-Canada Border,4/1/2016 0:00,Personal Vehicles,10502,POINT (-74.31 44.99)
Madawaska,Maine,109,US-Canada Border,3/1/2016 0:00,Personal Vehicles,34323,POINT (-68.33 47.36)
Massena,New York,704,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-74.74 44.99)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-107.63 31.78)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2016 0:00,Truck Containers Full,0,POINT (-112.82 31.880000000000003)
Ogdensburg,New York,701,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,622,POINT (-75.46 44.73)
San Luis,Arizona,2608,US-Mexico Border,3/1/2016 0:00,Train Passengers,0,POINT (-114.78000000000002 32.49)
Lancaster,Minnesota,3430,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-96.8 49)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/2016 0:00,Trucks,117,POINT (-136.36 59.45)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2016 0:00,Truck Containers Empty,4082,POINT (-106.68 31.78)
Roosville,Montana,3318,US-Canada Border,3/1/2016 0:00,Pedestrians,6,POINT (-115.05999999999999 49)
Naco,Arizona,2603,US-Mexico Border,3/1/2016 0:00,Buses,0,POINT (-109.95 31.33)
Calexico,California,2503,US-Mexico Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-115.49999999999999 32.66)
Ogdensburg,New York,701,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-75.46 44.73)
Wildhorse,Montana,3323,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-110.22 49)
Grand Portage,Minnesota,3613,US-Canada Border,3/1/2016 0:00,Buses,61,POINT (-89.59 48.00000000000001)
Ogdensburg,New York,701,US-Canada Border,3/1/2016 0:00,Bus Passengers,115,POINT (-75.46 44.73)
Calexico,California,2503,US-Mexico Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-115.49999999999999 32.66)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,31546,POINT (-111.96 49)
Port Huron,Michigan,3802,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-82.42 43)
Fort Kent,Maine,110,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,13614,POINT (-68.6 47.25)
Nogales,Arizona,2604,US-Mexico Border,3/1/2016 0:00,Pedestrians,300505,POINT (-110.94 31.33)
Douglas,Arizona,2601,US-Mexico Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-109.56 31.33)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,1791,POINT (-136.36 59.45)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2016 0:00,Train Passengers,0,POINT (-107.63 31.78)
Houlton,Maine,106,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-67.78 46.13)
Cape Vincent,New York,706,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-76.35 44.13)
Alexandria Bay,New York,708,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-75.98 44.35)
Turner,Montana,3306,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-108.39 49)
Grand Portage,Minnesota,3613,US-Canada Border,3/1/2016 0:00,Trucks,1071,POINT (-89.59 48.00000000000001)
Piegan,Montana,3316,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,0,POINT (-113.38 49)
Del Bonita,Montana,3322,US-Canada Border,3/1/2016 0:00,Personal Vehicles,1739,POINT (-112.79 49)
Willow Creek,Montana,3325,US-Canada Border,3/1/2016 0:00,Trucks,0,POINT (-109.73 49)
Massena,New York,704,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,112066,POINT (-74.74 44.99)
Wildhorse,Montana,3323,US-Canada Border,3/1/2016 0:00,Trucks,302,POINT (-110.22 49)
Andrade,California,2502,US-Mexico Border,3/1/2016 0:00,Train Passengers,0,POINT (-114.73000000000002 32.72)
Houlton,Maine,106,US-Canada Border,3/1/2016 0:00,Trucks,8111,POINT (-67.78 46.13)
Piegan,Montana,3316,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-113.38 49)
Raymond,Montana,3301,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-104.57 49)
Del Bonita,Montana,3322,US-Canada Border,3/1/2016 0:00,Truck Containers Full,0,POINT (-112.79 49)
Cape Vincent,New York,706,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,0,POINT (-76.35 44.13)
Sault Sainte Marie,Michigan,3803,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-84.36000000000001 46.51)
San Ysidro,California,2504,US-Mexico Border,3/1/2016 0:00,Personal Vehicle Passengers,2047400,POINT (-117.03 32.54)
Madawaska,Maine,109,US-Canada Border,3/1/2016 0:00,Trucks,1409,POINT (-68.33 47.36)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2016 0:00,Pedestrians,17636,POINT (-106.68 31.78)
Portland,Maine,101,US-Canada Border,3/1/2016 0:00,Trucks,0,POINT (-70.25 43.660000000000004)
Fort Fairfield,Maine,107,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-67.79 46.77)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-112.82 31.880000000000003)
Warroad,Minnesota,3423,US-Canada Border,3/1/2016 0:00,Truck Containers Full,460,POINT (-95.38 49)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2016 0:00,Trains,0,POINT (-112.82 31.880000000000003)
Madawaska,Maine,109,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-68.33 47.36)
Wildhorse,Montana,3323,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,0,POINT (-110.22 49)
Detroit,Michigan,3801,US-Canada Border,3/1/2016 0:00,Bus Passengers,15599,POINT (-83.04 42.32)
Alexandria Bay,New York,708,US-Canada Border,3/1/2016 0:00,Personal Vehicles,35550,POINT (-75.98 44.35)
Douglas,Arizona,2601,US-Mexico Border,3/1/2016 0:00,Trains,0,POINT (-109.56 31.33)
Eastport,Maine,103,US-Canada Border,3/1/2016 0:00,Personal Vehicles,8387,POINT (-66.98 44.86)
Ogdensburg,New York,701,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-75.46 44.73)
Baudette,Minnesota,3424,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,20602,POINT (-94.59 48.72)
Portland,Maine,101,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-70.25 43.660000000000004)
Vanceboro,Maine,105,US-Canada Border,3/1/2016 0:00,Pedestrians,14,POINT (-67.43 45.57)
Massena,New York,704,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-74.74 44.99)
Naco,Arizona,2603,US-Mexico Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-109.95 31.33)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2016 0:00,Trains,308,POINT (-93.4 48.61)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2016 0:00,Trains,0,POINT (-106.68 31.78)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-95.98 49)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-136.36 59.45)
Lancaster,Minnesota,3430,US-Canada Border,3/1/2016 0:00,Trucks,397,POINT (-96.8 49)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2016 0:00,Trucks,1605,POINT (-93.4 48.61)
Detroit,Michigan,3801,US-Canada Border,3/1/2016 0:00,Train Passengers,567,POINT (-83.04 42.32)
Piegan,Montana,3316,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-113.38 49)
Detroit,Michigan,3801,US-Canada Border,3/1/2016 0:00,Buses,1464,POINT (-83.04 42.32)
Willow Creek,Montana,3325,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-109.73 49)
Raymond,Montana,3301,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,122,POINT (-104.57 49)
Baudette,Minnesota,3424,US-Canada Border,3/1/2016 0:00,Buses,5,POINT (-94.59 48.72)
Opheim,Montana,3317,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-106.38 49)
Alcan,Alaska,3104,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-141 62.61)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2016 0:00,Personal Vehicles,40218,POINT (-112.82 31.880000000000003)
Raymond,Montana,3301,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-104.57 49)
Porthill,Idaho,3308,US-Canada Border,3/1/2016 0:00,Trucks,605,POINT (-116.5 49)
Andrade,California,2502,US-Mexico Border,3/1/2016 0:00,Personal Vehicles,48140,POINT (-114.73000000000002 32.72)
Ketchikan,Alaska,3102,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-131.65 55.34)
Houlton,Maine,106,US-Canada Border,3/1/2016 0:00,Bus Passengers,210,POINT (-67.78 46.13)
Massena,New York,704,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-74.74 44.99)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2016 0:00,Trucks,480,POINT (-107.63 31.78)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-95.98 49)
Otay Mesa,California,2506,US-Mexico Border,3/1/2016 0:00,Truck Containers Full,55301,POINT (-116.94 32.55)
Vanceboro,Maine,105,US-Canada Border,3/1/2016 0:00,Trains,24,POINT (-67.43 45.57)
Vanceboro,Maine,105,US-Canada Border,3/1/2016 0:00,Trucks,27,POINT (-67.43 45.57)
Calexico East,California,2507,US-Mexico Border,3/1/2016 0:00,Buses,260,POINT (-115.39 32.67)
Houlton,Maine,106,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,29051,POINT (-67.78 46.13)
Ketchikan,Alaska,3102,US-Canada Border,3/1/2016 0:00,Personal Vehicles,150,POINT (-131.65 55.34)
Grand Portage,Minnesota,3613,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,340,POINT (-89.59 48.00000000000001)
Bridgewater,Maine,127,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-67.78 46.45)
Naco,Arizona,2603,US-Mexico Border,3/1/2016 0:00,Bus Passengers,0,POINT (-109.95 31.33)
Jackman,Maine,104,US-Canada Border,3/1/2016 0:00,Trucks,8255,POINT (-70.4 45.81)
Alexandria Bay,New York,708,US-Canada Border,3/1/2016 0:00,Buses,80,POINT (-75.98 44.35)
Champlain-Rouses Point,New York,712,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,554,POINT (-73.45 45.01)
Massena,New York,704,US-Canada Border,3/1/2016 0:00,Buses,272,POINT (-74.74 44.99)
Jackman,Maine,104,US-Canada Border,3/1/2016 0:00,Pedestrians,57,POINT (-70.4 45.81)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/2016 0:00,Personal Vehicles,303,POINT (-95.98 49)
Morgan,Montana,3319,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,0,POINT (-107.83 49)
Roosville,Montana,3318,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-115.05999999999999 49)
Grand Portage,Minnesota,3613,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,27149,POINT (-89.59 48.00000000000001)
Nogales,Arizona,2604,US-Mexico Border,3/1/2016 0:00,Truck Containers Empty,5283,POINT (-110.94 31.33)
Lancaster,Minnesota,3430,US-Canada Border,3/1/2016 0:00,Bus Passengers,13,POINT (-96.8 49)
Skagway,Alaska,3103,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-135.16 59.63)
Massena,New York,704,US-Canada Border,3/1/2016 0:00,Pedestrians,25,POINT (-74.74 44.99)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,922,POINT (-111.96 49)
Cape Vincent,New York,706,US-Canada Border,3/1/2016 0:00,Personal Vehicles,0,POINT (-76.35 44.13)
Whitlash,Montana,3321,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-111.26000000000002 49)
Wildhorse,Montana,3323,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,1610,POINT (-110.22 49)
Scobey,Montana,3309,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-105.41 49)
Otay Mesa,California,2506,US-Mexico Border,3/1/2016 0:00,Truck Containers Empty,16698,POINT (-116.94 32.55)
Champlain-Rouses Point,New York,712,US-Canada Border,3/1/2016 0:00,Personal Vehicles,63173,POINT (-73.45 45.01)
Buffalo-Niagara Falls,New York,901,US-Canada Border,3/1/2016 0:00,Buses,980,POINT (-78.91 42.91)
Douglas,Arizona,2601,US-Mexico Border,3/1/2016 0:00,Pedestrians,68377,POINT (-109.56 31.33)
Limestone,Maine,118,US-Canada Border,3/1/2016 0:00,Trucks,263,POINT (-67.79 46.92)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/2016 0:00,Trucks,86,POINT (-95.98 49)
Ketchikan,Alaska,3102,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-131.65 55.34)
Porthill,Idaho,3308,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,16016,POINT (-116.5 49)
Trout River,New York,715,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-74.31 44.99)
Douglas,Arizona,2601,US-Mexico Border,3/1/2016 0:00,Truck Containers Empty,1005,POINT (-109.56 31.33)
Massena,New York,704,US-Canada Border,3/1/2016 0:00,Personal Vehicles,65175,POINT (-74.74 44.99)
Wildhorse,Montana,3323,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-110.22 49)
Calexico East,California,2507,US-Mexico Border,3/1/2016 0:00,Truck Containers Full,18641,POINT (-115.39 32.67)
Baudette,Minnesota,3424,US-Canada Border,3/1/2016 0:00,Pedestrians,12,POINT (-94.59 48.72)
Trout River,New York,715,US-Canada Border,3/1/2016 0:00,Train Passengers,96,POINT (-74.31 44.99)
Sasabe,Arizona,2606,US-Mexico Border,3/1/2016 0:00,Buses,0,POINT (-111.54 31.48)
Grand Portage,Minnesota,3613,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-89.59 48.00000000000001)
Alexandria Bay,New York,708,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,78643,POINT (-75.98 44.35)
Eastport,Maine,103,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-66.98 44.86)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-136.36 59.45)
Portland,Maine,101,US-Canada Border,3/1/2016 0:00,Personal Vehicles,0,POINT (-70.25 43.660000000000004)
Fort Fairfield,Maine,107,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-67.79 46.77)
Trout River,New York,715,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,479,POINT (-74.31 44.99)
Vanceboro,Maine,105,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,2458,POINT (-67.43 45.57)
Del Bonita,Montana,3322,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,3647,POINT (-112.79 49)
Ketchikan,Alaska,3102,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-131.65 55.34)
Houlton,Maine,106,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,418,POINT (-67.78 46.13)
Eastport,Idaho,3302,US-Canada Border,3/1/2016 0:00,Bus Passengers,164,POINT (-116.17999999999999 49)
Eastport,Idaho,3302,US-Canada Border,3/1/2016 0:00,Trains,108,POINT (-116.17999999999999 49)
Eastport,Maine,103,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,11954,POINT (-66.98 44.86)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-95.98 49)
Scobey,Montana,3309,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-105.41 49)
Lancaster,Minnesota,3430,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,4023,POINT (-96.8 49)
Eastport,Maine,103,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-66.98 44.86)
Buffalo-Niagara Falls,New York,901,US-Canada Border,3/1/2016 0:00,Trains,170,POINT (-78.91 42.91)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-136.36 59.45)
Vanceboro,Maine,105,US-Canada Border,3/1/2016 0:00,Train Passengers,49,POINT (-67.43 45.57)
Ketchikan,Alaska,3102,US-Canada Border,3/1/2016 0:00,Pedestrians,21,POINT (-131.65 55.34)
Cape Vincent,New York,706,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-76.35 44.13)
Calais,Maine,115,US-Canada Border,3/1/2016 0:00,Trucks,4947,POINT (-67.3 45.16)
Calexico East,California,2507,US-Mexico Border,3/1/2016 0:00,Bus Passengers,10400,POINT (-115.39 32.67)
Sault Sainte Marie,Michigan,3803,US-Canada Border,3/1/2016 0:00,Trains,31,POINT (-84.36000000000001 46.51)
Madawaska,Maine,109,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,933,POINT (-68.33 47.36)
Cape Vincent,New York,706,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-76.35 44.13)
Trout River,New York,715,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-74.31 44.99)
Raymond,Montana,3301,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,3471,POINT (-104.57 49)
Eastport,Idaho,3302,US-Canada Border,3/1/2016 0:00,Pedestrians,216,POINT (-116.17999999999999 49)
Roseau,Minnesota,3426,US-Canada Border,3/1/2016 0:00,Trucks,608,POINT (-95.77 49)
Ketchikan,Alaska,3102,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-131.65 55.34)
Naco,Arizona,2603,US-Mexico Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-109.95 31.33)
Fort Kent,Maine,110,US-Canada Border,3/1/2016 0:00,Pedestrians,62,POINT (-68.6 47.25)
Otay Mesa,California,2506,US-Mexico Border,3/1/2016 0:00,Personal Vehicle Passengers,1126097,POINT (-116.94 32.55)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2016 0:00,Truck Containers Empty,0,POINT (-112.82 31.880000000000003)
Roosville,Montana,3318,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,54,POINT (-115.05999999999999 49)
Turner,Montana,3306,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-108.39 49)
Calexico,California,2503,US-Mexico Border,3/1/2016 0:00,Trucks,0,POINT (-115.49999999999999 32.66)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,70,POINT (-95.98 49)
Van Buren,Maine,108,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,168,POINT (-67.93 47.16)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-136.36 59.45)
Trout River,New York,715,US-Canada Border,3/1/2016 0:00,Trains,48,POINT (-74.31 44.99)
Champlain-Rouses Point,New York,712,US-Canada Border,3/1/2016 0:00,Buses,620,POINT (-73.45 45.01)
Tecate,California,2505,US-Mexico Border,3/1/2016 0:00,Trains,0,POINT (-116.63 32.58)
Columbus,New Mexico,2406,US-Mexico Border,3/1/2016 0:00,Personal Vehicle Passengers,63558,POINT (-107.63 31.78)
Buffalo-Niagara Falls,New York,901,US-Canada Border,3/1/2016 0:00,Pedestrians,12075,POINT (-78.91 42.91)
Lancaster,Minnesota,3430,US-Canada Border,3/1/2016 0:00,Truck Containers Full,65,POINT (-96.8 49)
Grand Portage,Minnesota,3613,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-89.59 48.00000000000001)
Nogales,Arizona,2604,US-Mexico Border,3/1/2016 0:00,Bus Passengers,16290,POINT (-110.94 31.33)
Fort Kent,Maine,110,US-Canada Border,3/1/2016 0:00,Trucks,932,POINT (-68.6 47.25)
Van Buren,Maine,108,US-Canada Border,3/1/2016 0:00,Rail Containers Full,416,POINT (-67.93 47.16)
Baudette,Minnesota,3424,US-Canada Border,3/1/2016 0:00,Bus Passengers,136,POINT (-94.59 48.72)
Naco,Arizona,2603,US-Mexico Border,3/1/2016 0:00,Personal Vehicle Passengers,42998,POINT (-109.95 31.33)
Del Bonita,Montana,3322,US-Canada Border,3/1/2016 0:00,Bus Passengers,0,POINT (-112.79 49)
Lukeville,Arizona,2602,US-Mexico Border,3/1/2016 0:00,Buses,60,POINT (-112.82 31.880000000000003)
San Luis,Arizona,2608,US-Mexico Border,3/1/2016 0:00,Personal Vehicles,258375,POINT (-114.78000000000002 32.49)
Nogales,Arizona,2604,US-Mexico Border,3/1/2016 0:00,Trucks,34998,POINT (-110.94 31.33)
Warroad,Minnesota,3423,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,12529,POINT (-95.38 49)
Whitlash,Montana,3321,US-Canada Border,3/1/2016 0:00,Trucks,10,POINT (-111.26000000000002 49)
Limestone,Maine,118,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-67.79 46.92)
Buffalo-Niagara Falls,New York,901,US-Canada Border,3/1/2016 0:00,Bus Passengers,25156,POINT (-78.91 42.91)
Douglas,Arizona,2601,US-Mexico Border,3/1/2016 0:00,Buses,238,POINT (-109.56 31.33)
Otay Mesa,California,2506,US-Mexico Border,3/1/2016 0:00,Trucks,71999,POINT (-116.94 32.55)
San Luis,Arizona,2608,US-Mexico Border,3/1/2016 0:00,Bus Passengers,88,POINT (-114.78000000000002 32.49)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2016 0:00,Pedestrians,697,POINT (-93.4 48.61)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/2016 0:00,Bus Passengers,109,POINT (-106.68 31.78)
Fort Fairfield,Maine,107,US-Canada Border,3/1/2016 0:00,Pedestrians,0,POINT (-67.79 46.77)
Calexico,California,2503,US-Mexico Border,3/1/2016 0:00,Truck Containers Empty,0,POINT (-115.49999999999999 32.66)
Andrade,California,2502,US-Mexico Border,3/1/2016 0:00,Truck Containers Empty,0,POINT (-114.73000000000002 32.72)
Ogdensburg,New York,701,US-Canada Border,3/1/2016 0:00,Personal Vehicle Passengers,34465,POINT (-75.46 44.73)
Turner,Montana,3306,US-Canada Border,3/1/2016 0:00,Trucks,46,POINT (-108.39 49)
Porthill,Idaho,3308,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-116.5 49)
Alcan,Alaska,3104,US-Canada Border,3/1/2016 0:00,Buses,0,POINT (-141 62.61)
Fort Kent,Maine,110,US-Canada Border,3/1/2016 0:00,Buses,3,POINT (-68.6 47.25)
Skagway,Alaska,3103,US-Canada Border,3/1/2016 0:00,Truck Containers Full,277,POINT (-135.16 59.63)
Andrade,California,2502,US-Mexico Border,3/1/2016 0:00,Trains,0,POINT (-114.73000000000002 32.72)
Raymond,Montana,3301,US-Canada Border,3/1/2016 0:00,Train Passengers,0,POINT (-104.57 49)
Warroad,Minnesota,3423,US-Canada Border,3/1/2016 0:00,Train Passengers,634,POINT (-95.38 49)
Massena,New York,704,US-Canada Border,3/1/2016 0:00,Bus Passengers,2532,POINT (-74.74 44.99)
Portland,Maine,101,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-70.25 43.660000000000004)
Raymond,Montana,3301,US-Canada Border,3/1/2016 0:00,Truck Containers Full,372,POINT (-104.57 49)
Sweetgrass,Montana,3310,US-Canada Border,3/1/2016 0:00,Truck Containers Empty,1526,POINT (-111.96 49)
Limestone,Maine,118,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-67.79 46.92)
Alexandria Bay,New York,708,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-75.98 44.35)
Turner,Montana,3306,US-Canada Border,3/1/2016 0:00,Buses,1,POINT (-108.39 49)
Baudette,Minnesota,3424,US-Canada Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-94.59 48.72)
Calexico East,California,2507,US-Mexico Border,3/1/2016 0:00,Rail Containers Empty,575,POINT (-115.39 32.67)
Whitlash,Montana,3321,US-Canada Border,3/1/2016 0:00,Personal Vehicles,50,POINT (-111.26000000000002 49)
Naco,Arizona,2603,US-Mexico Border,3/1/2016 0:00,Trains,0,POINT (-109.95 31.33)
Tecate,California,2505,US-Mexico Border,3/1/2016 0:00,Rail Containers Empty,0,POINT (-116.63 32.58)
Calexico East,California,2507,US-Mexico Border,3/1/2016 0:00,Train Passengers,22,POINT (-115.39 32.67)
Roosville,Montana,3318,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-115.05999999999999 49)
Calexico,California,2503,US-Mexico Border,3/1/2016 0:00,Personal Vehicles,365228,POINT (-115.49999999999999 32.66)
Piegan,Montana,3316,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-113.38 49)
Madawaska,Maine,109,US-Canada Border,3/1/2016 0:00,Rail Containers Full,0,POINT (-68.33 47.36)
Trout River,New York,715,US-Canada Border,3/1/2016 0:00,Trucks,1215,POINT (-74.31 44.99)
Del Bonita,Montana,3322,US-Canada Border,3/1/2016 0:00,Trains,0,POINT (-112.79 49)
