Port Name,State,Port Code,Border,Date,Measure,Value,Location
Eastport,Idaho,3302,US-Canada Border,10/1/2018 0:00,Truck Containers Empty,831,POINT (-116.18027999999998 48.99944)
Otay Mesa,California,2506,US-Mexico Border,10/1/2018 0:00,Pedestrians,308695,POINT (-117.05333 32.57333)
Vanceboro,Maine,105,US-Canada Border,10/1/2018 0:00,Truck Containers Empty,60,POINT (-67.42955 45.55984)
Roosville,Montana,3318,US-Canada Border,10/1/2018 0:00,Pedestrians,16,POINT (-115.04512000000001 48.88171)
Vanceboro,Maine,105,US-Canada Border,10/1/2018 0:00,Truck Containers Full,3,POINT (-67.42955 45.55984)
Douglas,Arizona,2601,US-Mexico Border,10/1/2018 0:00,Truck Containers Full,1854,POINT (-109.54472 31.344439999999995)
Alexandria Bay,New York,708,US-Canada Border,10/1/2018 0:00,Buses,71,POINT (-75.91806 44.33583)
Champlain-Rouses Point,New York,712,US-Canada Border,10/1/2018 0:00,Trucks,28981,POINT (-73.44694 44.98639)
Madawaska,Maine,109,US-Canada Border,10/1/2018 0:00,Pedestrians,190,POINT (-68.3271 47.35446)
Trout River,New York,715,US-Canada Border,10/1/2018 0:00,Rail Containers Full,1640,POINT (-73.44253 44.990010000000005)
San Luis,Arizona,2608,US-Mexico Border,10/1/2018 0:00,Personal Vehicles,279305,POINT (-114.78139000000002 32.48694)
Jackman,Maine,104,US-Canada Border,10/1/2018 0:00,Pedestrians,38,POINT (-70.255 45.62389)
Houlton,Maine,106,US-Canada Border,10/1/2018 0:00,Bus Passengers,1521,POINT (-67.84083 46.12611)
Columbus,New Mexico,2406,US-Mexico Border,10/1/2018 0:00,Truck Containers Full,2933,POINT (-107.63944 31.827499999999997)
Van Buren,Maine,108,US-Canada Border,10/1/2018 0:00,Personal Vehicle Passengers,18035,POINT (-67.94271 47.16207)
International Falls-Ranier,Minnesota,3604,US-Canada Border,10/1/2018 0:00,Bus Passengers,491,POINT (-93.41083 48.60111)
Lukeville,Arizona,2602,US-Mexico Border,10/1/2018 0:00,Truck Containers Empty,2,POINT (-112.81500000000001 31.8825)
San Ysidro,California,2504,US-Mexico Border,10/1/2018 0:00,Bus Passengers,4858,POINT (-117.02666999999998 32.54306)
Santa Teresa,New Mexico,2408,US-Mexico Border,10/1/2018 0:00,Bus Passengers,209,POINT (-106.67903 31.850000000000005)
Lancaster,Minnesota,3430,US-Canada Border,10/1/2018 0:00,Trucks,434,POINT (-96.82024 48.84911000000001)
Douglas,Arizona,2601,US-Mexico Border,10/1/2018 0:00,Trucks,2485,POINT (-109.54472 31.344439999999995)
Houlton,Maine,106,US-Canada Border,10/1/2018 0:00,Trucks,7772,POINT (-67.84083 46.12611)
Porthill,Idaho,3308,US-Canada Border,10/1/2018 0:00,Trucks,366,POINT (-116.49828 48.99282)
Port Huron,Michigan,3802,US-Canada Border,10/1/2018 0:00,Personal Vehicles,131604,POINT (-82.47889 42.97583)
Calais,Maine,115,US-Canada Border,10/1/2018 0:00,Buses,35,POINT (-67.27917 45.18889)
Raymond,Montana,3301,US-Canada Border,10/1/2018 0:00,Pedestrians,53,POINT (-104.575 48.99667)
Fort Fairfield,Maine,107,US-Canada Border,10/1/2018 0:00,Personal Vehicles,7717,POINT (-67.82965 46.76891)
Sweetgrass,Montana,3310,US-Canada Border,10/1/2018 0:00,Personal Vehicles,21370,POINT (-111.95972 48.99611000000001)
Fort Kent,Maine,110,US-Canada Border,10/1/2018 0:00,Truck Containers Full,200,POINT (-68.58458 47.26878)
Calais,Maine,115,US-Canada Border,10/1/2018 0:00,Truck Containers Full,3765,POINT (-67.27917 45.18889)
Del Bonita,Montana,3322,US-Canada Border,10/1/2018 0:00,Truck Containers Empty,23,POINT (-112.32481 48.63274)
Bridgewater,Maine,127,US-Canada Border,10/1/2018 0:00,Truck Containers Empty,675,POINT (-67.84262 46.41923)
Nogales,Arizona,2604,US-Mexico Border,10/1/2018 0:00,Train Passengers,260,POINT (-110.93361 31.340279999999996)
Port Huron,Michigan,3802,US-Canada Border,10/1/2018 0:00,Truck Containers Full,61712,POINT (-82.47889 42.97583)
Ogdensburg,New York,701,US-Canada Border,10/1/2018 0:00,Truck Containers Empty,837,POINT (-75.48167 44.70667)
Trout River,New York,715,US-Canada Border,10/1/2018 0:00,Train Passengers,110,POINT (-73.44253 44.990010000000005)
Fort Kent,Maine,110,US-Canada Border,10/1/2018 0:00,Personal Vehicles,9087,POINT (-68.58458 47.26878)
Eastport,Maine,103,US-Canada Border,10/1/2018 0:00,Trucks,254,POINT (-66.99387 44.90357)
Sault Sainte Marie,Michigan,3803,US-Canada Border,10/1/2018 0:00,Rail Containers Empty,1469,POINT (-84.29889 46.47028)
Champlain-Rouses Point,New York,712,US-Canada Border,10/1/2018 0:00,Personal Vehicle Passengers,171646,POINT (-73.44694 44.98639)
Andrade,California,2502,US-Mexico Border,10/1/2018 0:00,Personal Vehicles,48219,POINT (-114.63402 32.7394)
Port Huron,Michigan,3802,US-Canada Border,10/1/2018 0:00,Bus Passengers,11242,POINT (-82.47889 42.97583)
Houlton,Maine,106,US-Canada Border,10/1/2018 0:00,Personal Vehicles,18833,POINT (-67.84083 46.12611)
Pinecreek,Minnesota,3425,US-Canada Border,10/1/2018 0:00,Personal Vehicles,295,POINT (-95.81074 48.77518)
Lukeville,Arizona,2602,US-Mexico Border,10/1/2018 0:00,Personal Vehicle Passengers,92082,POINT (-112.81500000000001 31.8825)
Whitlash,Montana,3321,US-Canada Border,10/1/2018 0:00,Truck Containers Full,16,POINT (-111.24900000000001 48.90372)
